name,symbol,rank,market_cap,current_price,syllable_count,character_length,phonetic_score,vowel_ratio,memorability_score,pronounceability_score,uniqueness_score,name_type,has_numbers,has_special_chars,name_type_percentile,price_30d_change,price_90d_change,price_1yr_change,price_ath_change,linguistic_composite,is_mission_positive,is_high_performer,is_breakout,rank_tier,in_linguistic_sweet_spot,mission_resonance_score
Ventuals vHYPE,VHYPE,572,77451944.0,45.33,3,14,51.54,0.3076923076923077,45.46,0.0,100.0,invented,0,0,,,,0.0,-14.59734,49.25,False,False,False,emergent,False,48.65
Restaked Swell ETH,RSWETH,569,77441679.0,3930.79,1,18,32.5,0.3125,49.75,0.0,100.0,financial,0,0,,,,58.75976435204201,-77.69758,45.5625,True,False,False,emergent,False,54.78
Pundi X,PUNDIX,570,77347221.0,0.299259,1,7,86.67,0.3333333333333333,96.0,31.0,100.0,invented,0,0,,,,-19.233577396952775,-97.00273,78.4175,False,False,False,emergent,False,65.78
Enjin Coin,ENJ,571,77261910.0,0.04067094,3,10,78.89,0.4444444444444444,68.67,16.82,100.0,tech,0,0,,,,-68.81668615015833,-99.09758,66.095,False,False,False,emergent,True,48.85
Gama Token,GAMA,573,76460695.0,0.764393,4,10,98.89,0.4444444444444444,59.67,41.67,100.0,tech,0,0,,,,0.0,-12.45793,75.0575,False,False,False,emergent,False,70.6
ONFA,OFT,574,76373387.0,0.685579,2,4,100.0,0.5,100.0,41.0,100.0,acronym,0,0,,,,247.75644233549326,-74.16383,85.25,True,True,False,emergent,False,90.37
EUR CoinVertible,EURCV,575,76059353.0,1.16,5,16,56.67,0.4666666666666667,32.0,0.0,100.0,tech,0,0,,,,6.291906946625472,-3.12843,47.167500000000004,True,False,False,emergent,False,53.81
CASH,CASH,576,75999845.0,0.999941,1,4,70.0,0.25,91.0,35.0,100.0,financial,0,0,,,,0.0,-1.49772,74.0,False,False,False,emergent,False,69.2
Nexpace,NXPC,577,75864438.0,0.346527,2,7,100.0,0.42857142857142855,100.0,35.0,100.0,invented,0,0,,,,0.0,-90.70367,83.75,False,False,False,emergent,True,78.16
Syndicate,SYND,578,75746282.0,0.158223,3,9,66.67,0.3333333333333333,65.0,26.67,100.0,animal,0,0,,,,0.0,-93.75093,64.58500000000001,False,False,False,emergent,True,61.44
Puff The Dragon,PUFF,579,75580349.0,0.085012,3,15,51.54,0.3076923076923077,45.46,0.0,100.0,animal,0,0,,,,18.875088595116456,-74.1337,49.25,True,False,False,emergent,False,56.85
Staked HYPE,STHYPE,582,75575745.0,45.43,2,11,50.0,0.3,55.0,0.0,100.0,financial,0,0,,,,0.0,-28.17762,51.25,False,False,False,emergent,False,50.57
Felix feUSD,FEUSD,581,75531560.0,0.996839,2,11,70.0,0.4,61.0,11.67,100.0,invented,0,0,,,,0.0,-6.73563,60.667500000000004,False,False,False,emergent,False,58.44
Ontology,ONT,580,75362536.0,0.082063,4,8,65.0,0.375,64.5,30.0,100.0,invented,0,0,,,,-47.87258494426786,-99.18184,64.875,False,False,False,emergent,False,50.93
GMT,GMT,584,75269806.0,0.02419075,1,3,20.0,0.0,61.0,35.0,100.0,acronym,0,0,,,,-79.74666487209699,-99.38142,54.0,False,False,False,emergent,False,36.98
COTI,COTI,583,75191446.0,0.03069354,1,4,100.0,0.5,100.0,56.67,99.6,acronym,0,0,,,,-62.909118623023865,-95.05196,89.0675,False,False,False,emergent,False,71.07
Waves,WAVES,585,74865502.0,0.746676,1,5,100.0,0.4,100.0,56.67,100.0,invented,0,0,,,,-21.646981977241904,-98.73923,89.1675,False,False,False,emergent,False,77.0
Anvil,ANVL,586,74828781.0,0.00093192,1,5,100.0,0.4,100.0,41.0,100.0,invented,0,0,,,,-76.44431247254857,-90.58316,85.25,False,False,False,emergent,False,63.94
Venus,XVS,587,74468903.0,4.45,1,5,100.0,0.4,100.0,56.67,100.0,invented,0,0,,,,-27.533478681386757,-96.76006,89.1675,False,False,False,emergent,False,76.54
USDX,USDX,588,74275868.0,0.665505,2,4,70.0,0.25,91.0,45.0,100.0,acronym,0,0,,,,13.70807488117971,-83.54557,76.5,True,False,False,emergent,False,79.75
Neiro,NEIRO,589,72522647.0,0.00017239,1,5,90.0,0.6,97.0,70.0,98.6,invented,0,0,,,,-87.36088217754954,-93.86875,88.9,False,False,False,emergent,False,66.47
Magic Eden,ME,590,72461693.0,0.433192,3,10,98.89,0.4444444444444444,74.67,41.67,100.0,invented,0,0,,,,0.0,-97.31253,78.8075,False,False,False,emergent,True,74.37
Notcoin,NOT,591,72210092.0,0.00072554,2,7,100.0,0.42857142857142855,100.0,41.67,100.0,tech,0,0,,,,-87.975493539182,-97.22873,85.4175,False,False,False,emergent,True,63.11
Bedrock BTC,BRBTC,592,72085454.0,116166.0,1,11,30.0,0.2,49.0,1.0,100.0,invented,0,0,,,,0.0,-81.3713,45.0,False,False,False,emergent,False,44.1
Solar,SXP,593,71937665.0,0.109022,2,5,100.0,0.4,100.0,56.67,99.73,astronomical,0,0,,,,-53.081407228665924,-97.9974,89.10000000000001,False,False,False,emergent,True,72.61
QuantixAI,QAI,594,71919377.0,89.42,3,9,68.89,0.5555555555555556,65.67,32.0,100.0,animal,0,0,,,,5.207085272127084,-17.32236,66.64,True,False,False,emergent,True,70.14
Moonwell,WELL,596,71748977.0,0.01570942,2,8,65.0,0.375,89.5,26.67,100.0,astronomical,0,0,,,,-83.80271489644338,-94.94672,70.2925,False,False,False,emergent,True,49.33
OpenLedger,OPEN,595,71740541.0,0.332719,2,10,70.0,0.4,76.0,13.46,100.0,invented,0,0,,,,0.0,-80.5927,64.86500000000001,False,False,False,emergent,True,61.53
Sui Bridged Ether (Sui),SBETH,597,71551640.0,3800.41,4,23,58.89,0.4444444444444444,32.67,0.0,100.0,invented,0,1,,,,0.0,-48.75527,47.89,False,False,False,emergent,False,47.42
COCA,COCA,598,70956502.0,0.628288,2,4,100.0,0.5,100.0,56.67,100.0,acronym,0,0,,,,0.0,-8.26976,89.1675,False,False,False,emergent,False,85.29
aura,AURA,599,70635390.0,0.073327,2,4,60.0,0.75,88.0,80.0,99.53,invented,0,0,,,,248.98556050162247,-71.45085,81.8825,True,True,False,emergent,False,87.82
BIM,BIM,600,70418985.0,2.35,1,3,96.67,0.3333333333333333,84.0,50.0,100.0,acronym,0,0,,,,0.0,-21.93458,82.6675,False,False,False,emergent,False,76.85
Hyperbeat LST Vault,LSTHYPE,602,70352175.0,46.65,6,19,28.82,0.29411764705882354,23.65,0.0,100.0,invented,0,0,,,,0.0,-14.62021,38.1175,False,False,False,emergent,False,38.85
Daku V2,DAKU,601,70290411.0,0.117653,1,7,100.0,0.4,85.0,56.67,100.0,numeric,1,0,,,,0.0,-15.96139,85.4175,False,False,False,emergent,False,80.09
Orderly,ORDER,603,69924639.0,0.212094,3,7,67.14,0.2857142857142857,80.14,26.0,100.0,invented,0,0,,,,97.8343219011995,-55.75554,68.32,True,False,False,emergent,True,74.82
Rocket Pool,RPL,604,69524766.0,3.17,3,11,70.0,0.4,51.0,6.82,100.0,invented,0,0,,,,-66.61535285685676,-94.5757,56.955,False,False,False,emergent,False,41.75
WOO,WOO,605,69394166.0,0.03639355,1,3,76.67,0.6666666666666666,78.0,56.67,100.0,acronym,0,0,,,,-78.64206094132416,-97.81165,77.83500000000001,False,False,False,emergent,False,57.3
Paparazzi Token,PAPARAZZI,606,69104388.0,0.02111266,5,15,85.71,0.42857142857142855,40.71,23.53,100.0,tech,0,0,,,,0.0,-70.71956,62.4875,False,False,False,emergent,False,59.75
BORA,BORA,607,68790941.0,0.059653,2,4,100.0,0.5,100.0,56.67,99.43,acronym,0,0,,,,-32.06341409493515,-96.33554,89.025,False,False,False,emergent,False,74.72
Comedian,BAN,609,68502547.0,0.068305,4,8,90.0,0.5,72.0,64.29,100.0,invented,0,0,,,,104.57337263484945,-81.55075,81.5725,True,False,False,emergent,False,87.12
Constellation,DAG,608,68400143.0,0.01836574,4,13,66.92,0.38461538461538464,35.08,5.0,100.0,invented,0,0,,,,-22.802722191411544,-95.98925,51.75,False,False,False,emergent,False,42.62
Aurora,AURORA,612,68362127.0,0.105229,3,6,76.67,0.6666666666666666,83.0,74.29,100.0,invented,0,0,,,,-34.47823131789826,-99.77881,83.49000000000001,False,False,False,emergent,True,68.66
Degen,DEGEN,610,68324060.0,0.00184405,2,5,100.0,0.4,100.0,56.67,99.94,invented,0,0,,,,-76.95463402527854,-97.01658,89.1525,False,False,False,emergent,True,69.02
Ronin Bridged WETH (Ronin),WETH,611,68149102.0,3803.56,4,26,36.67,0.3333333333333333,26.0,0.0,100.0,invented,0,1,,,,54.121391652463814,-21.78405,40.667500000000004,True,False,False,emergent,False,50.11
Status,SNT,614,67943073.0,0.01713194,2,6,86.67,0.3333333333333333,96.0,41.67,100.0,invented,0,0,,,,-24.222638390047713,-97.36353,81.08500000000001,False,False,False,emergent,True,67.19
Arbitrum Bridged USDC (Arbitrum),USDC.E,613,67925952.0,0.999644,9,32,36.67,0.3333333333333333,26.0,0.0,100.0,tech,0,1,,,,0.035234974134584866,-17.77314,40.667500000000004,True,False,False,emergent,False,47.19
Believe,BELIEVE,616,67319672.0,0.04904605,2,7,95.71,0.5714285714285714,98.71,64.29,100.0,invented,0,0,,,,0.0,-91.64304,89.6775,False,False,False,emergent,True,86.62
Nillion,NIL,615,67230743.0,0.247992,2,7,100.0,0.42857142857142855,100.0,41.67,100.0,animal,0,0,,,,0.0,-73.34928,85.4175,False,False,False,emergent,True,80.09
Lagrange,LA,617,67138747.0,0.348165,2,8,65.0,0.375,89.5,16.0,100.0,invented,0,0,,,,0.0,-76.74728,67.625,False,False,False,emergent,True,63.31
aixbt,AIXBT,618,67082214.0,0.067527,1,5,100.0,0.4,100.0,51.67,100.0,invented,0,0,,,,0.0,-91.60879,87.9175,False,False,False,emergent,False,82.04
Tellor Tributes,TRB,619,66832336.0,24.52,3,15,61.43,0.35714285714285715,48.43,2.78,100.0,invented,0,0,,,,-53.70126024393653,-95.4142,53.160000000000004,False,False,False,emergent,False,40.51
Staked FRAX,SFRAX,620,66509321.0,1.09,2,11,50.0,0.3,55.0,1.0,100.0,financial,0,0,,,,0.6269587694374638,-12.1367,51.5,True,False,False,emergent,False,57.8
Spark,SPK,621,66239037.0,0.03495666,1,5,50.0,0.2,85.0,20.0,100.0,invented,0,0,,,,0.0,-80.46537,63.75,False,False,False,emergent,False,60.57
Lista DAO,LISTA,622,66170706.0,0.264362,2,9,80.0,0.5,79.0,41.67,100.0,invented,0,0,,,,-29.39338025406085,-67.98604,75.1675,False,False,False,emergent,True,61.84
BOOK OF MEME,BOME,623,65466642.0,0.00094903,1,12,80.0,0.5,64.0,26.67,100.0,invented,0,0,,,,-87.38589450060167,-96.25928,67.6675,False,False,False,emergent,False,46.53
Bless,BLESS,626,65450460.0,0.03568343,1,5,50.0,0.2,85.0,20.0,100.0,invented,0,0,,,,0.0,-82.58806,63.75,False,False,False,emergent,False,60.57
io.net,IO,624,65057426.0,0.294785,1,6,90.0,0.6,97.0,80.0,100.0,tech,0,1,,,,-79.94014127889635,-95.01715,91.75,False,False,False,emergent,False,71.73
EVAA Protocol,EVAA,625,64947786.0,9.85,3,13,80.0,0.5,54.0,36.67,100.0,tech,0,0,,,,0.0,-50.40709,67.6675,False,False,False,emergent,False,63.45
Solv Protocol SolvBTC Jupiter,SOLVBTC.JUP,627,64873866.0,114608.0,4,29,41.54,0.3076923076923077,27.46,0.0,100.0,tech,0,0,,,,0.0,-18.13643,42.25,False,False,False,emergent,False,41.86
Celium,SN51,628,64682047.0,23.09,2,6,100.0,0.5,100.0,70.0,100.0,invented,0,0,,,,0.0,-25.74943,92.5,False,False,False,emergent,True,87.73
Chromia,CHR,629,64574878.0,0.076157,2,7,100.0,0.42857142857142855,100.0,55.0,100.0,invented,0,0,,,,-51.59041189099565,-94.74986,88.75,False,False,False,emergent,True,71.73
Blast,BLAST,630,64313144.0,0.0013092,1,5,50.0,0.2,85.0,20.0,100.0,invented,0,0,,,,-82.75405920054006,-95.40057,63.75,False,False,False,emergent,False,44.3
B3 (Base),B3,632,64138886.0,0.00211747,1,9,100.0,0.4,70.0,41.67,100.0,numeric,1,1,,,,0.0,-87.98779,77.9175,False,False,False,emergent,False,72.86
IOST,IOST,631,64136240.0,0.00222026,1,4,100.0,0.5,100.0,51.67,99.24,acronym,0,0,,,,-51.159070245215496,-98.27354,87.7275,False,False,False,emergent,False,70.6
ai16z,AI16Z,633,63658511.0,0.057926,1,5,76.67,0.6666666666666666,78.0,66.67,100.0,numeric,1,0,,,,282.4714905300379,-96.43732,80.33500000000001,True,True,False,emergent,False,86.57
Stronghold,SHX,634,63529168.0,0.01181795,2,10,20.0,0.2,61.0,0.0,100.0,tech,0,0,,,,173.87932995440673,-78.93594,45.25,True,True,False,emergent,True,55.53
Bancor Network,BNT,635,63469340.0,0.572433,4,14,31.54,0.3076923076923077,24.46,0.0,100.0,tech,0,0,,,,17.5408163559599,-94.53243,39.0,True,False,False,emergent,False,47.55
Ardor,ARDR,636,63469056.0,0.063768,2,5,100.0,0.4,100.0,41.0,98.68,invented,0,0,,,,-20.722497654352754,-96.84585,84.92,False,False,False,emergent,True,70.26
Alchemist AI,ALCH,638,63466266.0,0.074778,3,12,79.09,0.45454545454545453,53.73,15.0,100.0,invented,0,0,,,,0.0,-70.23401,61.955,False,False,False,emergent,False,59.49
Resupply USD,REUSD,637,63410598.0,0.989574,3,12,44.55,0.2727272727272727,43.36,0.0,100.0,invented,0,0,,,,0.0,-16.47997,46.977500000000006,False,False,False,emergent,False,46.12
Terra,LUNA,639,63223838.0,0.091893,2,5,100.0,0.4,100.0,31.0,99.18,astronomical,0,0,,,,-72.2034126589633,-99.50463,82.545,False,False,False,emergent,True,62.37
Definitive,EDGE,640,63013068.0,0.310691,4,10,90.0,0.5,57.0,41.67,100.0,financial,0,0,,,,0.0,-65.12513,72.1675,False,False,False,emergent,False,67.46
SAFEbit,SAFE,641,62147913.0,0.324329,1,7,100.0,0.42857142857142855,100.0,56.67,100.0,tech,0,0,,,,0.0,-40.64182,89.1675,False,False,False,emergent,False,85.29
BurnedFi,BURN,642,62081117.0,4.95,2,8,65.0,0.375,89.5,16.0,100.0,invented,0,0,,,,792.5252641159491,-46.22864,67.625,True,True,True,emergent,True,75.24
Balancer,BAL,645,62022134.0,0.960867,2,8,75.0,0.375,92.5,35.0,100.0,invented,0,0,,,,-46.6385077183655,-98.67404,75.625,False,False,False,emergent,True,60.68
DIA,DIA,643,61815684.0,0.516078,1,3,76.67,0.6666666666666666,78.0,56.67,100.0,acronym,0,0,,,,-42.27370926439778,-91.03613,77.83500000000001,False,False,False,emergent,False,62.66
Tokenlon,LON,644,61694422.0,0.502034,3,8,75.0,0.375,82.5,35.0,100.0,tech,0,0,,,,-44.71274929800412,-94.79082,73.125,False,False,False,emergent,True,57.72
GAL (migrated to Gravity - G),GAL,646,61601129.0,0.482203,6,29,36.67,0.3333333333333333,26.0,0.0,100.0,animal,0,1,,,,-77.4697313843251,-97.74912,40.667500000000004,False,False,False,emergent,False,25.25
Somnia,SOMI,647,61561367.0,0.38438,2,6,100.0,0.5,100.0,41.67,100.0,invented,0,0,,,,0.0,-78.34239,85.4175,False,False,False,emergent,True,80.09
Xertra,STRAX,648,61242425.0,0.0302744,2,6,86.67,0.3333333333333333,96.0,26.43,100.0,invented,0,0,,,,-32.6658503475298,-99.86612,77.275,False,False,False,emergent,True,63.23
PunkStrategy,PNKSTR,650,60960875.0,0.064507,3,12,40.0,0.25,42.0,0.0,100.0,animal,0,0,,,,0.0,-80.57641,45.5,False,False,False,emergent,False,44.64
Doodles,DOOD,651,60895431.0,0.0077877,2,7,100.0,0.42857142857142855,100.0,41.67,100.0,invented,0,0,,,,0.0,-57.67506,85.4175,False,False,False,emergent,True,80.09
Matrixdock Gold,XAUM,649,60838967.0,4023.7,4,15,27.14,0.2857142857142857,23.14,0.0,100.0,financial,0,0,,,,0.0,-9.07858,37.57,False,False,False,emergent,False,38.56
SWFTCOIN,SWFTC,659,60549790.0,0.00609835,2,8,50.0,0.25,85.0,41.67,100.0,tech,0,0,,,,89.44829028050323,-86.89294,69.1675,True,False,False,emergent,True,75.46
Hive,HIVE,653,60503320.0,0.122054,1,4,100.0,0.5,100.0,56.67,100.0,invented,0,0,,,,-28.747293031683917,-96.27057,89.1675,False,False,False,emergent,False,76.47
Delysium,AGI,652,60481572.0,0.02885733,3,8,75.0,0.375,82.5,35.0,100.0,invented,0,0,,,,-81.82548190445794,-95.55409,73.125,False,False,False,emergent,True,51.87
Siren,SIREN,654,60409271.0,0.082424,1,5,100.0,0.4,100.0,56.67,98.1,invented,0,0,,,,0.0,-55.79476,88.6925,False,False,False,emergent,False,82.61
Metis,METIS,656,60372433.0,9.01,1,5,100.0,0.4,100.0,56.67,98.41,invented,0,0,,,,-76.93060947391002,-97.09372,88.77000000000001,False,False,False,emergent,False,67.96
Cloud,CLOUD,655,60368491.0,0.119723,1,5,100.0,0.4,100.0,41.67,100.0,invented,0,0,,,,-64.10358666592,-81.30661,85.4175,False,False,False,emergent,False,67.17
Pax Dollar,USDP,657,60244705.0,0.999737,3,10,56.67,0.3333333333333333,62.0,1.0,100.0,financial,0,0,,,,2.8143387799544286e-05,-15.54798,54.917500000000004,True,False,False,emergent,True,60.1
HarryPotterObamaSonic10Inu (ETH),BITCOIN,660,60073233.0,0.059972,8,32,61.48,0.4074074074074074,18.44,0.0,100.0,animal,1,1,,,,-70.32089965948903,-83.75813,44.98,False,False,False,emergent,False,30.06
Whiteheart,WHITE,661,59882394.0,6737.44,2,10,70.0,0.4,76.0,19.29,100.0,invented,0,0,,,,46.63668773693587,-22.38045,66.32249999999999,True,False,False,emergent,True,71.74
WazirX,WRX,668,59719567.0,0.13294,1,6,86.67,0.3333333333333333,96.0,41.67,100.0,invented,0,0,,,,12.812895020539317,-97.81028,81.08500000000001,True,False,False,emergent,False,83.57
Clearpool,CPOOL,658,59658023.0,0.071245,2,9,78.89,0.4444444444444444,78.67,19.29,100.0,invented,0,0,,,,-69.10676191014053,-97.31926,69.2125,False,False,False,emergent,True,51.12
HOME,HOME,662,59642557.0,0.02156892,1,4,100.0,0.5,100.0,56.67,100.0,acronym,0,0,,,,0.0,-53.23109,89.1675,False,False,False,emergent,False,85.29
Portal to Bitcoin,PTB,663,59481438.0,0.02872368,5,17,60.0,0.4,33.0,0.0,100.0,tech,0,0,,,,0.0,-64.10776,48.25,False,False,False,emergent,False,47.8
Wiki Cat,WKC,665,59245502.0,1.08047e-07,3,8,100.0,0.42857142857142855,90.0,56.67,100.0,animal,0,0,,,,1057.6858557383798,-78.33079,86.6675,True,True,True,emergent,True,93.47
NKYC Token,NKYC,667,59236425.0,14.81,3,10,44.44,0.2222222222222222,58.33,26.67,100.0,tech,0,0,,,,-30.04941129989312,-57.68841,57.36,False,False,False,emergent,True,46.51
Venice Token,VVV,664,59188777.0,1.46,3,12,99.09,0.45454545454545453,59.73,41.67,100.0,tech,0,0,,,,0.0,-92.98349,75.1225,False,False,False,emergent,False,70.63
Alchemy Pay,ACH,666,59137970.0,0.01195723,3,11,50.0,0.3,45.0,6.43,100.0,financial,0,0,,,,-36.16248021077213,-93.85509,50.3575,False,False,False,emergent,False,40.41
Marinade,MNDE,669,59001001.0,0.10557,2,8,90.0,0.5,97.0,56.67,100.0,invented,0,0,,,,10.507050071356998,-93.46734,85.9175,True,False,False,emergent,True,88.68
Niza Global,NIZA,677,58950315.0,0.051299,3,11,80.0,0.4,54.0,21.82,100.0,invented,0,0,,,,0.0,-51.85496,63.955,False,False,False,emergent,False,61.09
ARK,ARK,670,58864251.0,0.305941,1,3,86.67,0.3333333333333333,81.0,45.0,100.0,acronym,0,0,,,,-33.11892675390313,-96.87857,78.1675,False,False,False,emergent,False,64.11
Honey,HONEY,671,58736182.0,0.999658,2,5,100.0,0.4,100.0,56.67,100.0,invented,0,0,,,,0.0,-9.99072,89.1675,False,False,False,emergent,True,85.29
Orbs,ORBS,672,58723538.0,0.01240797,1,4,70.0,0.25,91.0,45.0,100.0,invented,0,0,,,,-48.101378487427695,-96.47186,76.5,False,False,False,emergent,False,61.19
Zedxion,ZEDXION,673,58412019.0,0.476512,2,7,100.0,0.42857142857142855,100.0,41.67,100.0,invented,0,0,,,,73.84262127318704,-66.99721,85.4175,True,False,False,emergent,True,90.53
Ocean Protocol,OCEAN,674,58265637.0,0.291127,4,14,87.69,0.46153846153846156,41.31,33.53,100.0,tech,0,0,,,,-46.0224431472829,-84.26172,65.6325,False,False,False,emergent,False,51.89
iExec RLC,RLC,675,57883003.0,0.800222,3,9,75.0,0.375,67.5,65.0,100.0,invented,0,0,,,,-40.29910313610501,-94.18766,76.875,False,False,False,emergent,True,62.12
Big Time,BIGTIME,676,57665937.0,0.03020984,2,8,100.0,0.42857142857142855,100.0,35.0,100.0,invented,0,0,,,,-80.93527436125201,-96.80467,83.75,False,False,False,emergent,True,62.22
Gigachad,GIGA,678,57463841.0,0.00598153,2,8,75.0,0.375,92.5,35.0,100.0,invented,0,0,,,,-90.32807525832844,-93.41723,75.625,False,False,False,emergent,True,53.85
Mythos,MYTH,679,57249178.0,0.072047,1,6,53.33,0.16666666666666666,86.0,35.0,100.0,invented,0,0,,,,-65.94050223349883,-96.24017,68.5825,False,False,False,emergent,False,51.33
ORCIB,PALMO,680,57196631.0,0.02267458,1,5,100.0,0.4,100.0,41.0,100.0,acronym,0,0,,,,0.0,-47.59861,85.25,False,False,False,emergent,False,78.99
Mezo Wrapped BTC,BTC,681,57082379.0,107192.0,1,16,37.14,0.2857142857142857,51.14,0.0,100.0,invented,0,0,,,,0.0,-64.55453,47.06999999999999,False,False,False,emergent,False,46.21
Targon,SN4,682,57028554.0,18.72,2,6,86.67,0.3333333333333333,96.0,31.0,99.68,invented,0,0,,,,0.0,-43.53707,78.3375,False,False,False,emergent,True,73.43
Echelon Prime,PRIME,687,56821842.0,1.035,4,13,73.33,0.4166666666666667,37.0,12.78,100.0,invented,0,0,,,,-84.33296588290142,-96.23166,55.7775,False,False,False,emergent,False,37.71
Biconomy,BICO,683,56731165.0,0.057164,4,8,75.0,0.375,67.5,41.67,100.0,invented,0,0,,,,-74.79626258284232,-99.72099,71.0425,False,False,False,emergent,False,52.0
BTU Protocol,BTU,684,56643403.0,0.708043,3,12,62.73,0.36363636363636365,48.82,6.82,100.0,tech,0,0,,,,195.14978599591046,-85.83759,54.592499999999994,True,True,False,emergent,False,64.4
Solayer Staked SOL,SSOL,685,56604835.0,205.73,5,18,65.0,0.375,34.5,4.05,100.0,financial,0,0,,,,20.408599307663064,-32.09994,50.8875,True,False,False,emergent,False,58.55
Acet,ACT,688,56479138.0,0.03307401,1,4,100.0,0.5,100.0,66.67,97.92,invented,0,0,,,,-20.01776556255341,-98.3647,91.14750000000001,False,False,False,emergent,False,78.71
StraitsX XUSD,XUSD,689,56406127.0,0.999698,2,13,30.0,0.25,49.0,0.0,100.0,invented,0,0,,,,0.18713060201532677,-43.54276,44.75,True,False,False,emergent,False,50.79
Liquity,LQTY,686,56322521.0,0.575433,3,7,100.0,0.42857142857142855,90.0,55.0,100.0,invented,0,0,,,,-34.18277463050522,-99.60171,86.25,False,False,False,emergent,True,71.97
MVL,MVL,691,56301446.0,0.00205184,1,3,20.0,0.0,61.0,35.0,100.0,acronym,0,0,,,,-40.02688027024577,-96.98864,54.0,False,False,False,emergent,False,42.89
Reservoir rUSD,RUSD,690,55977929.0,0.998633,3,14,56.92,0.38461538461538464,47.08,0.0,100.0,invented,0,0,,,,0.0,-49.82155,51.0,False,False,False,emergent,False,50.34
Powerledger,POWR,693,55720771.0,0.105083,2,11,62.73,0.36363636363636365,58.82,3.46,100.0,invented,0,0,,,,-45.734724745078324,-94.16972,56.2525,False,False,False,emergent,False,44.27
Kelp Gain,AGETH,694,55629650.0,3900.57,2,9,75.0,0.375,77.5,35.0,100.0,invented,0,0,,,,57.18223893020815,-21.28026,71.875,True,False,False,emergent,True,77.15
Bridged Tether (opBNB),USDT,695,55565969.0,1.0,2,22,25.56,0.2777777777777778,47.67,0.0,100.0,invented,0,1,,,,-0.5311526124729956,-11.20432,43.307500000000005,False,False,False,emergent,False,35.65
IQ,IQ,702,55544338.0,0.00243831,1,2,90.0,0.5,67.0,45.0,100.0,acronym,0,0,,,,-61.20555324747774,-96.79597,75.5,False,False,False,emergent,False,58.37
ConstitutionDAO,PEOPLE,696,55450499.0,0.01094508,5,15,76.67,0.4666666666666667,38.0,9.0,100.0,invented,0,0,,,,-83.296188750402,-93.70147,55.917500000000004,False,False,False,emergent,False,38.02
Magic Internet Money (Ethereum),MIM,697,55417808.0,1.002,4,31,54.62,0.4230769230769231,31.39,0.0,100.0,tech,0,1,,,,1.8877431728627763,-16.16097,46.5025,True,False,False,emergent,False,52.84
Sanctum Infinity,INF,698,55412657.0,253.45,6,16,46.67,0.3333333333333333,29.0,0.0,100.0,invented,0,0,,,,22.125296237817814,-30.06299,43.917500000000004,True,False,False,emergent,False,51.78
Verasity,VRA,692,55359212.0,0.00064686,4,8,75.0,0.375,67.5,41.67,100.0,invented,0,0,,,,-73.04261801385246,-99.20459,71.0425,False,False,False,emergent,False,52.45
Trevee Plasma USD,PLUSD,699,55281845.0,0.999475,2,17,50.0,0.4,55.0,0.0,100.0,elemental,0,0,,,,0.0,-0.30913,51.25,False,False,False,emergent,False,50.57
Coreum,COREUM,700,54913844.0,0.084523,1,6,100.0,0.5,100.0,70.0,100.0,invented,0,0,,,,73.47241342086957,-85.14099,92.5,True,False,False,emergent,False,98.17
BUSD,BUSD,701,54834821.0,0.997086,1,4,70.0,0.25,91.0,35.0,100.0,acronym,0,0,,,,0.323333532586431,-61.2069,74.0,True,False,False,emergent,False,76.17
Cronos Bridged WBTC (Cronos),WBTC,703,54715267.0,108478.0,4,28,22.17,0.2608695652173913,21.65,0.0,100.0,invented,0,1,,,,58.81229224625949,-12.29702,35.955,True,False,False,emergent,False,48.3
VNDC,VNDC,704,54381481.0,3.822e-05,1,4,20.0,0.0,76.0,35.0,100.0,acronym,0,0,,,,0.46611824438302346,-100.0,57.75,True,False,False,emergent,False,63.17
Bonfida,FIDA,705,54312067.0,0.054758,3,7,100.0,0.42857142857142855,90.0,35.0,100.0,invented,0,0,,,,-74.32452883843683,-99.69467,81.25,False,False,False,emergent,True,61.3
BankrCoin,BNKR,706,54298163.0,0.00054214,2,9,66.67,0.3333333333333333,75.0,16.0,100.0,tech,0,0,,,,0.0,-49.55432,64.4175,False,False,False,emergent,True,61.33
Spell,SPELL,707,53872544.0,0.00031632,1,5,50.0,0.2,85.0,20.0,100.0,invented,0,0,,,,-39.13930976631338,-99.0814,63.75,False,False,False,emergent,False,50.9
Geodnet,GEOD,708,53822862.0,0.122597,2,7,100.0,0.42857142857142855,100.0,41.67,100.0,tech,0,0,,,,-43.9130874961597,-66.42783,85.4175,False,False,False,emergent,True,69.87
Freysa AI,FAI,710,53656748.0,0.00660919,1,9,70.0,0.5,76.0,34.29,100.0,invented,0,0,,,,0.0,-91.50082,70.07249999999999,False,False,False,emergent,False,65.43
Solayer,LAYER,709,53626719.0,0.25537,3,7,100.0,0.42857142857142855,90.0,56.67,100.0,invented,0,0,,,,0.0,-92.25483,86.6675,False,False,False,emergent,True,81.48
Sai,SAI,711,53260711.0,19.92,1,3,76.67,0.6666666666666666,78.0,56.67,100.0,invented,0,0,,,,53.24755742082423,-21.17585,77.83500000000001,True,False,False,emergent,False,82.18
Arcblock,ABT,713,53150609.0,0.53896,2,8,40.0,0.25,82.0,18.89,100.0,tech,0,0,,,,-64.24399768374211,-88.56869,60.2225,False,False,False,emergent,True,45.3
